60671,-6547712,143615
60671,-6547712,143615
60671,-6547712,143615
60671,-6547712,143615
60671,-6547712,143615
60671,-6547712,143615
60671,-6547712,143615
60671,-6547712,143615
-3347713,-6547712,4342527
5562879,-6547712,-6115329
-8200449,-6547712,3860735
-597761,-6547712,4333312
-990209,-6547712,6443776
-858625,-6547712,1213696
-5183489,-6547712,7516928
4778495,-6547712,3857920
-3085569,-6547712,3802369
-332545,1842688,-7198975
-2691073,4202240,673025
8319743,4726528,-6660607
8058111,-7856640,-8226559
-2293761,7667199,-1450239
-596469,102403,4910319
-5975029,102403,4850928
5828874,4809219,-1913104
-6104566,7685635,-2961936
3851530,-4119805,1753328
6579466,106498,5402096
-2730230,106498,6974192
-6018806,106498,-6652432
-1040374,106498,2788592
5773578,106498,3316720
2755850,106498,-4016400
5507082,106498,-7683344
-7323639,-2013182,1231859
4858633,-921855,-6141452
3472136,-1188607,-7733003
2123271,378882,1228289
6446343,116738,-7732734
-5483513,116738,-4047102
-8369401,116738,-887294
7881223,116738,3844866
-8374009,116738,3857666
4335623,116738,-6670077
2891783,116738,5399299
-6809593,116738,1739267
-7597817,116738,-4018941
396039,116738,3329539
525575,116738,4385539
-5439738,116738,5899524
7771142,370434,-1950458
-5077754,-423422,-6124538
-7964922,4286210,7001862
-759546,7158786,-3006969
3955974,-194046,-2989305
1200646,7721729,-5593337
3688454,4560385,2812423
2375430,-2272511,-4052472
-5622266,-5960703,2255112
-6674938,124928,3865864
-7462906,387072,-2474231
-1566458,5368320,1740041
3150854,-3804416,3333129
-2093306,65793,-6672374
-5968379,-1235966,5906957
-7803387,4005634,-911347
1110021,-8315646,-7728371
-7150075,75778,-5051377
-4924923,75778,665360
-5976827,75778,-6138864
4243461,75778,2783760
-5328123,75778,-6120176
-481531,75778,2801424
5020933,75778,-6103280
-3763451,75778,8060688
559877,75778,-3007471
-4816379,75778,-4049647
-1803771,75778,-7189999
-5606651,75778,-7185647
4746501,75778,5925393
-4692219,75778,-2460143
-1026555,75778,1741073
6729731,-2536702,-4574446
6723843,5334530,-1427694
1868547,357634,-8242414
6712579,-3311614,-2998766
7100419,7434754,1721362
5915651,-5152254,4345362
-1298429,4016642,4872722
269827,-4380414,4351506
-4848893,75778,-887534
-3214334,75778,4881938
3465474,75778,1214738
-625152,624642,-7725036
5529344,-3565310,-2482924
6697728,-3562750,5899540
-6943232,2196994,6476307
7667711,4483586,2275091
5300223,10242,3306259
2283263,10242,5922067
-2048513,10242,2816786
6074879,10242,-6640622
-2970881,10242,2787346
-8215297,10242,-3512814
-4677889,10242,2246674
3970559,10242,6427154
3182591,10242,-2431727
-3241729,10242,-1397743
2261759,10242,-4547055
-2327297,10242,-5098478
-5986305,10242,-8216814
965887,10242,5421585
4898559,10242,-6126319
4505855,-251902,3298321
-89345,10242,3316497
-222977,10242,7521553
-1411329,10242,-4062190
-5344001,10242,4906769
-6653697,10242,4370961
7109887,10242,5932817
2654463,8136706,7495441
-4684801,1059330,-3524079
34815,8137474,8001809
690943,-3920894,-4523248
-3240705,-2085630,-5578480
3575807,-2609662,1755920
5149183,-4968702,2275088
-7826433,-1036030,-2457072
7127807,10242,-1399791
579583,5778178,2235665
1234943,3682306,5942032
6608639,1585410,-2976240
2675711,5256194,1198864
-8072705,-5229054,8000272
-8072705,2373890,711183
6869759,-7325438,-876529
7656447,-2084350,5401103
-732161,-253438,-2476785
3971583,63743,-937970
3971583,63743,-937970
3971583,63743,-937970
3971583,63743,-937970
3971583,63743,-937970
3971583,63743,-937970
3971583,63743,-937970
3971583,63743,-937970
3971583,63743,-937970
3971583,63743,-937970
3971583,63743,-937970
-109057,63743,5883149
-2600961,63743,-6205427
-3388417,63743,-4122099
-112641,63743,-4593908
6832639,63743,5868300
2506751,63743,-2006772
4603647,63743,5372427
-1556737,63743,-4595957
3822335,63743,-411892
7362303,63743,-4067572
-2073857,63743,1124109
5005823,63743,-4630259
685823,63743,2192653
31999,63743,7424781
-5210881,63743,-4121075
5274367,63743,7983116
-1410817,63743,5353228
-7702529,63743,3248652
30463,63743,3766540
-4951809,63743,-6730228
1736447,63743,-7794419
5017599,63743,-7229939
-2452737,63743,592398
1476863,63743,4265486
6848255,63743,6882318
5405183,63743,-925171
1210879,63743,-6184947
-3638529,63743,-3570419
6192383,63743,-4624883
-4946945,63743,81421
-7560961,63743,-2549234
830975,63743,5845774
1361919,63743,6408205
6341119,63743,-3576307
-2181377,63743,1649677
4240127,63743,69645
3582719,63743,-925172
-3627265,63743,3264780
-91393,63743,4791309
-91393,63743,4791309
-91393,63743,4791309
-91393,63743,4791309
-91393,63743,4791309
-91393,63743,4791309
-91393,63743,4791309
-91393,63743,4791309
-91393,63743,4791309
1612799,63743,7937037
-8085505,63743,2170125
5286655,63743,-3596531
7126015,63743,-7264755
3695104,129279,-1499636
-1282304,129279,5890571
-4162816,129279,-1464053
-5206016,129279,4276747
-6645248,129279,70155
3843072,129279,6415370
175104,129279,7451914
-5329408,129279,-4108278
-2577152,129279,4793098
2403584,129279,-4589303
-6640640,129279,644105
3582976,129279,4829705
175104,129279,-7760887
44032,129279,-3573239
146432,129279,-5649654
-8111360,129279,-1968118
7879424,129279,7418379
-4047872,129279,-6719477
7619840,129279,6415371
-8106496,129279,4265228
7888128,129279,1657868
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
-332288,129279,5874700
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
6487295,-6547712,-7144961
-3473921,-6547712,6953984
4194304,-6482176,-7710720
-4847616,6364160,-8250367
-258560,-713472,-1407999
6034176,7931136,-341503
3728651,102403,-2478352
6477835,102403,8014832
2281483,102403,5410288
6596618,1404418,-1418508
-6004470,120833,-5580812
1724426,120833,6483444
-3523830,120833,-5110283
6181894,-3589885,8039426
-115450,5063939,-4543742
4258053,116738,-6160382
7797765,116738,7480834
718853,116738,-5091582
-3740923,116738,-7696382
5563397,116738,-2972670
1636100,6411009,5411588
2626052,5892865,-5594619
-503805,616962,-2440698
2765059,2182402,4852999
2625795,-4377854,-7711993
8306690,7410178,2773512
3714562,6682113,-1405432
-1029630,4822785,2784010
3950082,1937665,4894474
-6405886,1149697,-4530422
-5882878,-7502847,6948875
4601090,7696641,-2469365
4907008,1177855,5333001
-2838784,129279,-8285175
7243008,129279,-7229687
817152,129279,5878025
3560958,3710464,-7705083
3560958,3710464,-7705083
3560958,3710464,-7705083
458753,263215,3147520
3692030,-6251264,-1412347
-4696322,5271808,-2479610
458753,263290,3147520
-1565184,129279,92170
2110976,129279,-2532342
-638208,129279,3231498
3541249,129279,6898954
-4407037,-5131007,-4547832
2282499,-5131007,4363272
-4005885,-5131007,1216776
4647427,-5131007,-4026616
-2559741,-5131007,-1405432
2160643,-5131007,4361736
-7144189,-5131007,-3502840
7864836,-5131007,4885768
-129532,-5131007,-4027384
4721412,-5131007,-4027640
6688516,-5131007,1214984
6558468,-5131007,-2455800
4986628,-5131007,1737992
2497284,-5131007,1212936
-385532,-5131007,3833608
-640508,6406657,-3513592
8275460,5093889,5920776
-6401020,4306945,5912840
-6923516,-3558143,1709064
-3775740,-5131007,-5062137
-6528252,-3033855,3322631
2515460,-3820287,3843591
4218884,-4606719,4889095
8018692,-6441727,-359929
2503428,7719169,3860486
7086340,2479873,-5590010
-1044476,-4860415,-1405946
3538948,2739201,-6657018
2809091,4307201,-5095674
5150723,7416834,-7676411
-4027901,-6998270,-7681275
4743683,6632194,1741829
-1158141,6632194,1212677
3688451,6632194,4877829
1981443,6632194,-3515131
4468739,6632194,-6137851
4072707,6632194,7494405
4594435,6632194,680453
7344643,6632194,5925637
-1773309,-4606719,-2953467
7602692,-4868863,2754822
2494724,-5131007,8005638
-1434108,-5131007,-7190522
142340,-5131007,4876294
