-5120,6044,-53246
-5120,6044,-53246
-5120,6044,-53246
-5120,6044,-53246
-5120,6044,-53246
-5120,6044,-53246
-5120,6044,-53246
-5120,6044,-53246
-5428,6044,-48574
-6654,6044,-34854
-7852,6044,-20574
-8574,6044,-6086
-7946,6044,8002
-7184,6044,21346
-6670,6044,34066
-6224,6044,45938
-5816,6044,56890
-5424,6044,66874
-4870,7708,75666
-4138,8000,83210
-3458,8008,89754
-2950,7816,96642
-2436,7188,101634
-1906,6108,106258
775332,233473,-1047478
711330,214645,-995886
705850,205761,-999398
681316,172033,-1020590
677846,172033,-1021334
671434,172033,-1021102
668576,172033,-1019358
666020,172033,-1016422
658730,172033,-1001790
657492,172033,-998774
602508,139205,-783558
598858,126961,-767582
484896,182277,114194
482658,182273,131722
475768,182273,174906
473472,182273,187706
471224,182273,199882
469058,182273,211354
466988,182273,222034
465048,182273,231962
463244,182273,241090
461574,182273,249394
460040,182273,256834
458668,182273,263514
431222,173829,409058
427442,166649,429218
423814,157505,448362
420340,146541,466642
417084,133885,484306
414226,119669,501674
411704,104005,518698
409380,87005,535234
401550,59397,606170
399848,59985,625946
398384,62405,646194
397280,65793,667802
388772,140525,860762
388744,139069,858354
389136,138625,856970
386706,141313,1043634
383668,141313,1058570
380324,141313,1070242
376896,141313,1079850
373678,141313,1088930
370680,141313,1097514
367948,141313,1105826
365510,141313,1113978
363272,141313,1121490
361142,141313,1127874
359140,141313,1133202
357290,141313,1137554
355656,141313,1141338
354232,141313,1144538
349936,141313,1151258
241766,150489,1192890
235878,157265,1193962
230172,161029,1194882
224614,161997,1195730
219244,160369,1197082
214106,156337,1199682
209132,150077,1202762
204292,141757,1205826
197558,141313,1209842
193742,141313,1211978
188724,141313,1214738
24404,170441,1318362
18584,173089,1316322
13158,173001,1312090
8238,170377,1306114
3734,165409,1299042
-13120,141312,1262594
-16928,141312,1243946
-18516,141312,1233810
-20132,141312,1223834
-21806,141312,1214506
-23422,141312,1205962
-24904,141312,1198114
-26220,141312,1190930
-28880,141312,1172954
-30514,141312,1158378
-32222,141312,1154746
-33572,141312,1193138
-26030,141312,1221802
-22620,141312,1220482
-20260,141312,1211746
-19064,141312,1200546
-18386,141312,1189578
-18008,141312,1179354
-17692,141312,1170082
-17394,141312,1161810
-17110,141312,1154562
-16822,141312,1148322
-16316,141564,1135666
-23810,141312,1153842
-35094,141312,1180866
-35666,141312,1171274
-33684,141312,1148762
-31816,141840,1129162
-30976,142204,1120634
-30198,142532,1113018
-29490,142816,1106346
-28874,143064,1100570
-28338,143284,1095458
-27768,143856,1082074
-28872,143648,1086922
-19120,141312,1156378
-15764,141312,1156330
-12878,141312,1151650
-11294,141312,1141874
-10798,141752,1131306
-10488,142168,1121570
-10158,142544,1112850
-10086,142876,1105050
-10274,143164,1098290
-10478,143416,1092442
-10652,143640,1087186
-11404,144096,1010258
-26308,-2048,962801
-26308,-2048,962801
-26308,-2048,962801
-26308,-2048,962801
-26308,-2048,962801
-26308,-2048,962801
-26308,-2048,962801
-26308,-2048,962801
-26308,-2048,962801
-26308,-2048,962801
-26308,-2048,962801
-26308,-2048,962801
-26512,-2048,962329
-32794,-2048,949625
-40172,-2048,930561
-42668,-2048,917921
-43522,-2048,902489
-44234,-2048,887257
-45096,-2048,872609
-46132,-2048,858817
-47106,-2048,845753
-48006,-2048,833513
-48792,-2048,822105
-49370,-2048,811489
-49432,-2048,778169
-44486,-2048,833529
-43408,-2048,847809
-42272,-2048,861969
-40628,-2048,874937
-38180,-2048,884313
-35318,-2048,881953
-33792,-2048,871281
-33616,-2048,859841
-33914,-2048,849321
-34224,-2048,839801
-34582,-2048,831313
-34934,-2048,823857
-35328,-2048,817465
-33254,-2048,856457
-28852,-2048,896657
-27942,-2048,920073
-30698,-2048,923201
-33176,-2048,918633
-34478,-2048,910065
-34542,-2048,893089
-34104,-2048,886217
-33698,-2048,880313
-31820,-2048,867841
-24436,-2048,924377
-21236,-2048,930649
-14572,-2048,903265
-16032,-2048,880329
-18722,-2048,863257
-19904,-2048,856065
-21962,-2048,844529
-22840,-2048,839985
-25858,-2048,859209
-25858,-2048,859209
-25858,-2048,859209
-25858,-2048,859209
-25858,-2048,859209
-25858,-2048,859209
-25858,-2048,859209
-25858,-2048,859209
-25858,-2048,859209
-25832,-2048,859257
-24700,-2048,859425
-21936,-2048,860105
-17556,-2048,861841
25144,-2047,794345
28652,-2047,778841
31680,-2047,764393
34432,-2047,750785
37040,-2047,737857
39578,-2047,725505
42042,-2047,713825
44034,-2047,701809
44802,-2047,688657
44718,-2047,676033
44504,-2047,664393
44324,-2047,653753
44186,-2047,644105
44086,-2047,635465
44034,-2047,627849
44032,-2047,621257
15362,-2047,707497
15236,-2047,719073
15224,-2047,733809
15554,-2047,751769
17780,-2047,779361
20100,-2047,791873
23928,-2047,805913
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
61178,-2047,828505
