60671,10229504,143615
60671,10229504,143615
60671,10229504,143615
60671,10229504,143615
60671,10229504,143615
60671,10229504,143615
60671,10229504,143615
60671,10229504,143615
13429503,10229504,4342527
5562879,10229504,10661887
8576767,10229504,3860735
16179455,10229504,4333312
15787007,10229504,6443776
15918591,10229504,1213696
11593727,10229504,7516928
4778495,10229504,3857920
13691647,10229504,3802369
16444671,1842688,9578241
14086143,4202240,673025
8319743,4726528,10116609
8058111,8920576,8550657
14483455,7667199,15326977
16180747,102403,4910319
10802187,102403,4850928
5828874,4809219,14864112
10672650,7685635,13815280
3851530,12657411,1753328
6579466,106498,5402096
14046986,106498,6974192
10758410,106498,10124784
15736842,106498,2788592
5773578,106498,3316720
2755850,106498,12760816
5507082,106498,9093872
9453577,14764034,1231859
4858633,15855361,10635764
3472136,15588609,9044213
2123271,378882,1228289
6446343,116738,9044482
11293703,116738,12730114
8407815,116738,15889922
7881223,116738,3844866
8403207,116738,3857666
4335623,116738,10107139
2891783,116738,5399299
9967623,116738,1739267
9179399,116738,12758275
396039,116738,3329539
525575,116738,4385539
11337478,116738,5899524
7771142,370434,14826758
11699462,16353794,10652678
8812294,4286210,7001862
16017670,7158786,13770247
3955974,16583170,13787911
1200646,7721729,11183879
3688454,4560385,2812423
2375430,14504705,12724744
11154950,10816513,2255112
10102278,124928,3865864
9314310,387072,14302985
15210758,5368320,1740041
3150854,12972800,3333129
14683910,65793,10104842
10808837,15541250,5906957
8973829,4005634,15865869
1110021,8461570,9048845
9627141,75778,11725839
11852293,75778,665360
10800389,75778,10638352
4243461,75778,2783760
11449093,75778,10657040
16295685,75778,2801424
5020933,75778,10673936
13013765,75778,8060688
559877,75778,13769745
11960837,75778,12727569
14973445,75778,9587217
11170565,75778,9591569
4746501,75778,5925393
12084997,75778,14317073
15750661,75778,1741073
6729731,14240514,12202770
6723843,5334530,15349522
1868547,357634,8534802
6712579,13465602,13778450
7100419,7434754,1721362
5915651,11624962,4345362
15478787,4016642,4872722
269827,12396802,4351506
11928323,75778,15889682
13562882,75778,4881938
3465474,75778,1214738
16152064,624642,9052180
5529344,13211906,14294292
6697728,13214466,5899540
9833984,2196994,6476307
7667711,4483586,2275091
5300223,10242,3306259
2283263,10242,5922067
14728703,10242,2816786
6074879,10242,10136594
13806335,10242,2787346
8561919,10242,13264402
12099327,10242,2246674
3970559,10242,6427154
3182591,10242,14345489
13535487,10242,15379473
2261759,10242,12230161
14449919,10242,11678738
10790911,10242,8560402
965887,10242,5421585
4898559,10242,10650897
4505855,16525314,3298321
16687871,10242,3316497
16554239,10242,7521553
15365887,10242,12715026
11433215,10242,4906769
10123519,10242,4370961
7109887,10242,5932817
2654463,8136706,7495441
12092415,1059330,13253137
34815,8137474,8001809
690943,12856322,12253968
13536511,14691586,11198736
3575807,14167554,1755920
5149183,11808514,2275088
8950783,15741186,14320144
7127807,10242,15377425
579583,5778178,2235665
1234943,3682306,5942032
6608639,1585410,13800976
2675711,5256194,1198864
8704511,11548162,8000272
8704511,2373890,711183
6869759,9451778,15900687
7656447,14692866,5401103
16045055,16523778,14300431
3971583,63743,15839246
3971583,63743,15839246
3971583,63743,15839246
3971583,63743,15839246
3971583,63743,15839246
3971583,63743,15839246
3971583,63743,15839246
3971583,63743,15839246
3971583,63743,15839246
3971583,63743,15839246
3971583,63743,15839246
16668159,63743,5883149
14176255,63743,10571789
13388799,63743,12655117
16664575,63743,12183308
6832639,63743,5868300
2506751,63743,14770444
4603647,63743,5372427
15220479,63743,12181259
3822335,63743,16365324
7362303,63743,12709644
14703359,63743,1124109
5005823,63743,12146957
685823,63743,2192653
31999,63743,7424781
11566335,63743,12656141
5274367,63743,7983116
15366399,63743,5353228
9074687,63743,3248652
30463,63743,3766540
11825407,63743,10046988
1736447,63743,8982797
5017599,63743,9547277
14324479,63743,592398
1476863,63743,4265486
6848255,63743,6882318
5405183,63743,15852045
1210879,63743,10592269
13138687,63743,13206797
6192383,63743,12152333
11830271,63743,81421
9216255,63743,14227982
830975,63743,5845774
1361919,63743,6408205
6341119,63743,13200909
14595839,63743,1649677
4240127,63743,69645
3582719,63743,15852044
13149951,63743,3264780
16685823,63743,4791309
16685823,63743,4791309
16685823,63743,4791309
16685823,63743,4791309
16685823,63743,4791309
16685823,63743,4791309
16685823,63743,4791309
16685823,63743,4791309
16685823,63743,4791309
1612799,63743,7937037
8691711,63743,2170125
5286655,63743,13180685
7126015,63743,9512461
3695104,129279,15277580
15494912,129279,5890571
12614400,129279,15313163
11571200,129279,4276747
10131968,129279,70155
3843072,129279,6415370
175104,129279,7451914
11447808,129279,12668938
14200064,129279,4793098
2403584,129279,12187913
10136576,129279,644105
3582976,129279,4829705
175104,129279,9016329
44032,129279,13203977
146432,129279,11127562
8665856,129279,14809098
7879424,129279,7418379
12729344,129279,10057739
7619840,129279,6415371
8670720,129279,4265228
7888128,129279,1657868
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
16444928,129279,5874700
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
31756,110595,176367
6487295,10229504,9632255
13303295,10229504,6953984
4194304,10295040,9066496
11929600,6364160,8526849
16518656,16063744,15369217
6034176,7931136,16435713
3728651,102403,14298864
6477835,102403,8014832
2281483,102403,5410288
6596618,1404418,15358708
10772746,120833,11196404
1724426,120833,6483444
13253386,120833,11666933
6181894,13187331,8039426
16661766,5063939,12233474
4258053,116738,10616834
7797765,116738,7480834
718853,116738,11685634
13036293,116738,9080834
5563397,116738,13804546
1636100,6411009,5411588
2626052,5892865,11182597
16273411,616962,14336518
2765059,2182402,4852999
2625795,12399362,9065223
8306690,7410178,2773512
3714562,6682113,15371784
15747586,4822785,2784010
3950082,1937665,4894474
10371330,1149697,12246794
10894338,9274369,6948875
4601090,7696641,14307851
4907008,1177855,5333001
13938432,129279,8492041
7243008,129279,9547529
817152,129279,5878025
3560958,3710464,9072133
3560958,3710464,9072133
3560958,3710464,9072133
458753,263215,3147520
3692030,10525952,15364869
12080894,5271808,14297606
458753,263290,3147520
15212032,129279,92170
2110976,129279,14244874
16139008,129279,3231498
3541249,129279,6898954
12370179,11646209,12229384
2282499,11646209,4363272
12771331,11646209,1216776
